2025-10-16 19:39:53,957 | [2025-10-16 19:39:53.243] Text: Incredible performances by the | Result: positive | Q:False | Latency: 712.39ms
2025-10-16 19:41:32,610 | [2025-10-16 19:41:28.521] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 4088.05ms
2025-10-16 19:41:32,681 | [2025-10-16 19:41:28.521] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 4159.45ms
2025-10-16 19:41:32,741 | [2025-10-16 19:41:28.524] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 4215.83ms
2025-10-16 19:41:32,787 | [2025-10-16 19:41:28.525] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4260.65ms
2025-10-16 19:41:32,846 | [2025-10-16 19:41:28.527] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4319.00ms
2025-10-16 19:41:32,900 | [2025-10-16 19:41:28.527] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 4371.21ms
2025-10-16 19:41:32,950 | [2025-10-16 19:41:28.522] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 4427.08ms
2025-10-16 19:41:33,003 | [2025-10-16 19:41:28.526] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4475.77ms
2025-10-16 19:41:33,054 | [2025-10-16 19:41:28.521] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 4532.06ms
2025-10-16 19:41:33,109 | [2025-10-16 19:41:28.522] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4586.05ms
2025-10-16 19:41:33,177 | [2025-10-16 19:41:28.523] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 4653.18ms
2025-10-16 19:41:33,246 | [2025-10-16 19:41:28.522] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 4723.25ms
2025-10-16 19:41:33,296 | [2025-10-16 19:41:28.526] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 4769.10ms
2025-10-16 19:41:33,370 | [2025-10-16 19:41:28.523] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 4845.86ms
2025-10-16 19:41:33,414 | [2025-10-16 19:41:28.528] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 4884.80ms
2025-10-16 19:41:33,485 | [2025-10-16 19:41:28.527] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4958.00ms
2025-10-16 19:41:33,532 | [2025-10-16 19:41:28.528] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 5003.11ms
2025-10-16 19:41:33,588 | [2025-10-16 19:41:28.529] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 5057.73ms
2025-10-16 19:41:33,657 | [2025-10-16 19:41:28.529] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 5126.52ms
2025-10-16 19:41:33,722 | [2025-10-16 19:41:28.529] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 5193.41ms
2025-10-16 19:41:33,797 | [2025-10-16 19:41:28.533] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 5263.35ms
2025-10-16 19:41:33,863 | [2025-10-16 19:41:28.532] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 5330.69ms
2025-10-16 19:41:33,938 | [2025-10-16 19:41:28.534] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5402.64ms
2025-10-16 19:41:33,986 | [2025-10-16 19:41:28.531] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 5453.86ms
2025-10-16 19:41:34,054 | [2025-10-16 19:41:28.535] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5518.32ms
2025-10-16 19:41:34,107 | [2025-10-16 19:41:28.536] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 5571.13ms
2025-10-16 19:41:34,156 | [2025-10-16 19:41:28.533] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 5622.00ms
2025-10-16 19:41:34,207 | [2025-10-16 19:41:28.536] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5670.33ms
2025-10-16 19:41:34,284 | [2025-10-16 19:41:28.531] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 5751.85ms
2025-10-16 19:41:34,325 | [2025-10-16 19:41:28.530] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5794.26ms
2025-10-16 19:41:34,375 | [2025-10-16 19:41:28.534] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5839.79ms
2025-10-16 19:41:34,414 | Error: Server disconnected
2025-10-16 19:41:34,447 | Error: Server disconnected
2025-10-16 19:41:34,507 | Error: Server disconnected
2025-10-16 19:41:34,575 | Error: Server disconnected
2025-10-16 19:41:34,652 | Error: Server disconnected
2025-10-16 19:41:34,716 | [2025-10-16 19:41:34.378] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 338.15ms
2025-10-16 19:41:34,789 | [2025-10-16 19:41:34.379] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 409.85ms
2025-10-16 19:41:34,843 | [2025-10-16 19:41:34.379] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 463.42ms
2025-10-16 19:41:34,893 | [2025-10-16 19:41:34.380] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 513.28ms
2025-10-16 19:41:34,956 | [2025-10-16 19:41:34.379] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 576.94ms
2025-10-16 19:41:35,012 | [2025-10-16 19:41:34.380] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 633.24ms
2025-10-16 19:41:35,060 | [2025-10-16 19:41:34.380] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 680.55ms
2025-10-16 19:41:35,109 | [2025-10-16 19:41:34.387] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 722.06ms
2025-10-16 19:41:35,189 | [2025-10-16 19:41:34.382] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 807.80ms
2025-10-16 19:41:35,243 | [2025-10-16 19:41:34.382] Text: A moving story told with hones | Result: positive | Q:False | Latency: 861.01ms
2025-10-16 19:41:35,295 | [2025-10-16 19:41:34.378] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 916.63ms
2025-10-16 19:41:35,354 | [2025-10-16 19:41:34.379] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 974.84ms
2025-10-16 19:41:35,404 | [2025-10-16 19:41:34.381] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1023.21ms
2025-10-16 19:41:35,461 | [2025-10-16 19:41:34.382] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 1078.65ms
2025-10-16 19:41:35,521 | [2025-10-16 19:41:34.383] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 1138.36ms
2025-10-16 19:41:35,573 | [2025-10-16 19:41:34.382] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 1190.84ms
2025-10-16 19:41:35,637 | [2025-10-16 19:41:34.385] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 1252.36ms
2025-10-16 19:41:35,702 | [2025-10-16 19:41:34.385] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 1316.42ms
2025-10-16 19:41:35,750 | [2025-10-16 19:41:34.390] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 1360.07ms
2025-10-16 19:41:35,815 | [2025-10-16 19:41:34.384] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1431.09ms
2025-10-16 19:41:35,866 | [2025-10-16 19:41:34.385] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 1480.87ms
2025-10-16 19:41:35,917 | [2025-10-16 19:41:34.384] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 1533.74ms
2025-10-16 19:41:35,970 | [2025-10-16 19:41:34.383] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1586.94ms
2025-10-16 19:41:36,039 | [2025-10-16 19:41:34.391] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 1648.46ms
2025-10-16 19:41:36,094 | [2025-10-16 19:41:34.384] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1709.10ms
2025-10-16 19:41:36,160 | [2025-10-16 19:41:34.383] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1776.61ms
2025-10-16 19:41:36,235 | [2025-10-16 19:41:34.384] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 1851.48ms
2025-10-16 19:41:36,265 | [2025-10-16 19:41:34.385] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 1879.65ms
2025-10-16 19:41:36,326 | [2025-10-16 19:41:34.386] Text: Incredible performances by the | Result: positive | Q:False | Latency: 1939.54ms
2025-10-16 19:41:36,382 | [2025-10-16 19:41:34.387] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1993.94ms
2025-10-16 19:41:36,451 | [2025-10-16 19:41:34.388] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 2062.24ms
2025-10-16 19:41:36,516 | [2025-10-16 19:41:34.387] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2128.34ms
2025-10-16 19:41:36,590 | [2025-10-16 19:41:34.386] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 2203.32ms
2025-10-16 19:41:36,638 | [2025-10-16 19:41:34.389] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 2248.85ms
2025-10-16 19:41:36,686 | [2025-10-16 19:41:34.387] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 2299.19ms
2025-10-16 19:41:36,742 | [2025-10-16 19:41:34.386] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 2355.73ms
2025-10-16 19:41:36,840 | [2025-10-16 19:41:34.390] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 2449.39ms
2025-10-16 19:41:36,877 | [2025-10-16 19:41:34.391] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 2485.84ms
2025-10-16 19:41:36,942 | [2025-10-16 19:41:34.392] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 2550.10ms
2025-10-16 19:41:37,007 | [2025-10-16 19:41:34.392] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 2614.48ms
2025-10-16 19:41:37,076 | [2025-10-16 19:41:34.394] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 2682.07ms
2025-10-16 19:41:37,137 | [2025-10-16 19:41:34.398] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 2738.02ms
2025-10-16 19:41:37,199 | [2025-10-16 19:41:34.398] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2800.63ms
2025-10-16 19:41:37,264 | [2025-10-16 19:41:34.397] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 2865.89ms
2025-10-16 19:41:37,317 | [2025-10-16 19:41:34.398] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 2918.25ms
2025-10-16 19:41:37,384 | [2025-10-16 19:41:34.392] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 2992.20ms
2025-10-16 19:41:37,436 | [2025-10-16 19:41:34.394] Text: A moving story told with hones | Result: positive | Q:False | Latency: 3040.90ms
2025-10-16 19:41:37,503 | [2025-10-16 19:41:34.393] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 3110.37ms
2025-10-16 19:41:37,559 | [2025-10-16 19:41:34.395] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 3164.16ms
2025-10-16 19:41:37,614 | [2025-10-16 19:41:34.393] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 3219.49ms
2025-10-16 19:41:37,678 | [2025-10-16 19:41:34.393] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 3284.59ms
2025-10-16 19:41:37,740 | [2025-10-16 19:41:34.394] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 3344.62ms
2025-10-16 19:41:37,807 | [2025-10-16 19:41:34.400] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 3407.29ms
2025-10-16 19:41:37,889 | [2025-10-16 19:41:34.396] Text: A moving story told with hones | Result: positive | Q:False | Latency: 3491.45ms
2025-10-16 19:41:37,937 | [2025-10-16 19:41:34.404] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 3533.42ms
2025-10-16 19:41:37,989 | [2025-10-16 19:41:34.404] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 3584.69ms
2025-10-16 19:41:38,053 | [2025-10-16 19:41:34.402] Text: A solid film with great charac | Result: positive | Q:False | Latency: 3651.19ms
2025-10-16 19:41:38,131 | [2025-10-16 19:41:34.402] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 3728.87ms
2025-10-16 19:41:38,178 | [2025-10-16 19:41:34.404] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3773.60ms
2025-10-16 19:41:38,238 | [2025-10-16 19:41:34.400] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3837.01ms
2025-10-16 19:41:38,304 | [2025-10-16 19:41:34.401] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 3902.94ms
2025-10-16 19:41:38,373 | [2025-10-16 19:41:34.400] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 3973.77ms
2025-10-16 19:41:38,422 | [2025-10-16 19:41:34.401] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 4020.56ms
2025-10-16 19:41:38,479 | [2025-10-16 19:41:34.401] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 4077.59ms
2025-10-16 19:41:38,531 | [2025-10-16 19:41:34.405] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4126.33ms
2025-10-16 19:41:38,603 | [2025-10-16 19:41:34.403] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 4200.16ms
2025-10-16 19:41:38,667 | [2025-10-16 19:41:34.403] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4263.77ms
2025-10-16 19:41:38,736 | [2025-10-16 19:41:34.402] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4333.32ms
2025-10-16 19:41:38,807 | [2025-10-16 19:41:34.405] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4402.15ms
2025-10-16 19:41:38,849 | [2025-10-16 19:41:34.402] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 4446.74ms
2025-10-16 19:41:38,919 | [2025-10-16 19:41:34.403] Text: A solid film with great charac | Result: positive | Q:False | Latency: 4515.23ms
2025-10-16 19:41:38,990 | [2025-10-16 19:41:34.404] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 4585.98ms
2025-10-16 19:41:39,047 | [2025-10-16 19:41:34.405] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4642.08ms
2025-10-16 19:41:39,092 | [2025-10-16 19:41:34.403] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 4689.01ms
2025-10-16 19:41:39,150 | [2025-10-16 19:41:34.405] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4745.21ms
2025-10-16 19:41:39,212 | [2025-10-16 19:41:34.406] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4805.98ms
2025-10-16 19:41:39,264 | [2025-10-16 19:41:34.405] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 4858.42ms
2025-10-16 19:41:39,328 | [2025-10-16 19:41:34.406] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 4921.50ms
2025-10-16 19:41:39,397 | [2025-10-16 19:41:34.412] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 4985.60ms
2025-10-16 19:41:39,453 | [2025-10-16 19:41:34.407] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 5045.97ms
2025-10-16 19:41:39,504 | [2025-10-16 19:41:34.406] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 5097.69ms
2025-10-16 19:41:39,573 | [2025-10-16 19:41:34.407] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 5165.03ms
2025-10-16 19:41:39,630 | [2025-10-16 19:41:34.407] Text: Incredible performances by the | Result: positive | Q:False | Latency: 5222.90ms
2025-10-16 19:41:39,693 | [2025-10-16 19:41:34.409] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 5283.54ms
2025-10-16 19:41:39,746 | [2025-10-16 19:41:34.408] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 5338.44ms
2025-10-16 19:41:39,817 | [2025-10-16 19:41:34.410] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 5407.35ms
2025-10-16 19:41:39,889 | [2025-10-16 19:41:34.409] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 5480.34ms
2025-10-16 19:41:39,954 | [2025-10-16 19:41:34.411] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 5543.41ms
2025-10-16 19:41:40,004 | [2025-10-16 19:41:34.411] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5592.30ms
2025-10-16 19:41:40,070 | [2025-10-16 19:41:34.408] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 5661.48ms
2025-10-16 19:41:40,142 | [2025-10-16 19:41:34.410] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 5731.37ms
2025-10-16 19:41:40,187 | [2025-10-16 19:41:34.411] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5776.17ms
